track_id,song_id,artist_id,artist_name,song_title,release,release_year,duration,artist_familiarity,artist_hotttnesss,genre,top_tags,n_words,nnz_words,l2_norm,is_test,dot,query_track_id,covariance,correlation,cosine
TRCETEN128F42AD6D0,,,,,,,,,,,,,,,,,TRABGYE128E078278A,0.9652999999999988,,
TRDPGXU128F9339C2A,SOELYON12AB01876A3,ARLHO5Z1187FB4C861,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Paul's Boutique (20th Anniversary Remastered Edition),0.0,105.56036,0.853124523276,0.591628024008,hip hop,hip hop; leapsandbounds CDCollection,1746.0,505.0,153.652205,0.0,882.0,TRABGYE128E078278A,,,
TRERNJZ128F1452EC5,,,,,,,,,,,,,,,,,TRABGYE128E078278A,,0.42182893570934427,0.43923618246435164
TRFGJLT128F1491125,SOODSDC12A6D4F697F,ARPANXO1187B9B468A,Public Enemy,Go Cat Go,He Got Game,1998.0,228.04853,0.73502984911,0.473501291523,hip hop,Hip-Hop; Soundtrack; hardcore rap,529.0,175.0,105.033328,0.0,982.0,TRABGYE128E078278A,1.1717000000000015,,
TRFLWJZ128F425C9E4,,,,,,,,,,,,,,,,,TRABGYE128E078278A,0.9189999999999999,,
TRFUJVJ128F426F2A2,SOONCPO12AF72A1986,AR8W8P31187B9A4063,Lauryn Hill,Interlude 5,MTV Unplugged No. 2.0,2002.0,734.48444,0.697206464376,0.580125198887,r&b/soul,ms hill; the realness; The Truth; true; rnb,1903.0,409.0,215.044182,0.0,831.0,TRABGYE128E078278A,,,
TRKMPQS128F932DC13,,,,,,,,,,,,,,,,,TRABGYE128E078278A,,0.41537491408642874,0.4331315117697229
TRVGXWV128F148640B,,,,,,,,,,,,,,,,,TRABGYE128E078278A,,0.44784609422650723,0.4647603253523263
TRAHKMS128F934B09E,,,,,,,,,,,,,,,,,TRACTLX128F42A51F6,,0.6165606996772924,0.6315517213772517
TRDPGXU128F9339C2A,SOELYON12AB01876A3,ARLHO5Z1187FB4C861,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Paul's Boutique (20th Anniversary Remastered Edition),0.0,105.56036,0.853124523276,0.591628024008,hip hop,hip hop; leapsandbounds CDCollection,1746.0,505.0,153.652205,0.0,2489.0,TRACTLX128F42A51F6,2.724639062500001,,
TRFLWJZ128F425C9E4,SOZTZRR12A58A80C97,AR82DJK1187B991107,The Pharcyde,Otha Fish,Bizarre Ride II The Pharcyde,1992.0,321.43628,0.756063870843,0.491468881637,hip hop,Hip-Hop; hip hop; oldschool; rap; oldskool,997.0,247.0,147.895233,0.0,1976.0,TRACTLX128F42A51F6,2.2297421875,,
TRFUJVJ128F426F2A2,SOONCPO12AF72A1986,AR8W8P31187B9A4063,Lauryn Hill,Interlude 5,MTV Unplugged No. 2.0,2002.0,734.48444,0.697206464376,0.580125198887,r&b/soul,ms hill; the realness; The Truth; true; rnb,1903.0,409.0,215.044182,0.0,2779.0,TRACTLX128F42A51F6,3.011449999999999,,
TRJFZZH128F92D2026,,,,,,,,,,,,,,,,,TRACTLX128F42A51F6,,0.6165599882306878,0.6257602441707965
TRORMHQ128F92CB796,,,,,,,,,,,,,,,,,TRACTLX128F42A51F6,,0.6344707093133247,0.6482811147271351
TRFUJVJ128F426F2A2,SOONCPO12AF72A1986,AR8W8P31187B9A4063,Lauryn Hill,Interlude 5,MTV Unplugged No. 2.0,2002.0,734.48444,0.697206464376,0.580125198887,r&b/soul,ms hill; the realness; The Truth; true; rnb,1903.0,409.0,215.044182,0.0,4244.0,TRADETN128F148CF19,4.9277999999999995,,
TRGLNKG128F9307689,SOFVLYU12AB017F502,ARTH9041187FB43E1F,Eminem,My Darling,Relapse [Deluxe],2009.0,320.49587,0.871010615313,0.879236744738,hip hop,rap; detroit; Hip-Hop; Horrorcore; MOONH8SUN,1055.0,293.0,140.089257,0.0,3111.0,TRADETN128F148CF19,3.65786875,,
TRJIQFW128F428DE49,,,,,,,,,,,,,,,,,TRADETN128F148CF19,,0.7692676771309715,0.7786658191366166
TRSTDLM128EF3431B6,,,,,,,,,,,,,,,,,TRADETN128F148CF19,,0.8025507284868434,0.8089345253908576
TRUASRT12903CEFCDD,,,,,,,,,,,,,,,,,TRADETN128F148CF19,,0.764299197489658,0.7744312988988016
TRWSYHO128F4282346,SOKHOQG12A8C13EBF2,ARSE5NP1187B9B98AB,Twista,I'm A Winner (Amended Album Version),The Day After,2005.0,260.23138,0.889613554744,0.593808365175,hip hop,rap; Hip-Hop; winner in bed twista,1253.0,166.0,218.622963,0.0,3642.0,TRADETN128F148CF19,4.305987499999999,,
TRALZXZ128F92E26EF,,,,,,,,,,,,,,,,,TRAECHJ12903CC36DA,,0.6612700940139876,0.6748369848356612
TRCHZXW128E079288A,SOMEJDK12D0219BB71,ARTH9041187FB43E1F,Eminem,8 Mile,8 Mile,2002.0,359.3922,0.886183647684,0.852677055416,hip hop,rap; Hip-Hop; Eminem; Soundtrack; hip hop,1141.0,328.0,132.992481,0.0,2121.0,TRAECHJ12903CC36DA,2.4146453125,,
TRDPGXU128F9339C2A,SOELYON12AB01876A3,ARLHO5Z1187FB4C861,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Paul's Boutique (20th Anniversary Remastered Edition),0.0,105.56036,0.853124523276,0.591628024008,hip hop,hip hop; leapsandbounds CDCollection,1746.0,505.0,153.652205,0.0,2459.0,TRAECHJ12903CC36DA,2.760229687500002,,
TRNGIXM128F148D3E6,,,,,,,,,,,,,,,,,TRAECHJ12903CC36DA,,0.7258311267502843,0.7358411173733655
TRPBLTG128F933924A,SOUMRFE12AB0187A5A,ARJRB241187FB556A3,Calvin Harris,The Girls,Live Lounge 2,2007.0,203.88526,0.777565296434,0.532735422235,electronic,electronic; dance; electro; Disco; electronica,504.0,69.0,143.234074,0.0,2248.0,TRAECHJ12903CC36DA,2.7020124999999977,,
TRPVEXL128F42732C5,,,,,,,,,,,,,,,,,TRAECHJ12903CC36DA,,0.6669760036417892,0.6751375721634584
TRFUJVJ128F426F2A2,SOONCPO12AF72A1986,AR8W8P31187B9A4063,Lauryn Hill,Interlude 5,MTV Unplugged No. 2.0,2002.0,734.48444,0.697206464376,0.580125198887,r&b/soul,ms hill; the realness; The Truth; true; rnb,1903.0,409.0,215.044182,0.0,4629.0,TRAEPAC12903CE5DC8,5.45965,,
TRGTQCP128F932573A,,,,,,,,,,,,,,,,,TRAEPAC12903CE5DC8,,0.8356431488620788,0.8396840181999419
TRNFUML128F92E41EA,,,,,,,,,,,,,,,,,TRAEPAC12903CE5DC8,,0.8186475686719433,0.8233483257866896
TRUBHKR128F427ECDE,,,,,,,,,,,,,,,,,TRAEPAC12903CE5DC8,,0.8173676222289025,0.8221095552280268
TRUGLTC128F4227B93,SOUSFNM12A6D4FCDAD,AR4503S1187FB43199,Danity Kane,Hold Me Down (Album Version),Danity Kane,2006.0,237.60934,0.854297752323,0.531302988552,r&b/soul,dance; Hold Me Down; Danity Kane; rnb; party,766.0,149.0,159.499216,0.0,3503.0,TRAEPAC12903CE5DC8,4.22743125,,
TRWSYHO128F4282346,SOKHOQG12A8C13EBF2,ARSE5NP1187B9B98AB,Twista,I'm A Winner (Amended Album Version),The Day After,2005.0,260.23138,0.889613554744,0.593808365175,hip hop,rap; Hip-Hop; winner in bed twista,1253.0,166.0,218.622963,0.0,4033.0,TRAEPAC12903CE5DC8,4.827806250000002,,
TRAURYK128F92C490D,,,,,,,,,,,,,,,,,TRAERPT128F931103E,,0.6046994239029896,0.6179537643526559
TRDPGXU128F9339C2A,SOELYON12AB01876A3,ARLHO5Z1187FB4C861,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),Paul's Boutique (20th Anniversary Remastered Edition),0.0,105.56036,0.853124523276,0.591628024008,hip hop,hip hop; leapsandbounds CDCollection,1746.0,505.0,153.652205,0.0,4177.0,TRAERPT128F931103E,4.690381250000001,,
TRFUJVJ128F426F2A2,SOONCPO12AF72A1986,AR8W8P31187B9A4063,Lauryn Hill,Interlude 5,MTV Unplugged No. 2.0,2002.0,734.48444,0.697206464376,0.580125198887,r&b/soul,ms hill; the realness; The Truth; true; rnb,1903.0,409.0,215.044182,0.0,5512.0,TRAERPT128F931103E,6.255200000000002,,
TRQKPHI12903CE4D44,,,,,,,,,,,,,,,,,TRAERPT128F931103E,,0.6174952333359092,0.6317245601863423
TRTATZQ128F427EDD0,,,,,,,,,,,,,,,,,TRAERPT128F931103E,,0.6082963913390302,0.6220350993992969
